Ticker,Name,Exchange,categoryName,categoryNr
GDNEF,Golden Eagle Retail Group Ltd.,PNK,None,0
QSC.BE,QSC N,BER,Wireless Communications,840
IZO.SG,JD GROUP,STU,None,0
720203.TWO,YUANTA SECURITIES C/W 02/03/16(,TWO,None,0
NSRPF,Novo Resources Corp.,PNK,None,0
JAK1.BE,JAKARTA INTL HTL DV,BER,None,0
OHR.MU,THORESEN THAI -F-,MUN,None,0
EII.MU,EISAI CO LTD,MUN,Drugs - Generic,512
GFL.NZ,GFNZ Group Limited,NZE,Credit Services,424
NWBOW,"Northwest Biotherapeutics, Inc.",NCM,None,0
AINN.HA,AMERICAN INTL GROUP,HAN,None,0
INC-UN.TO,Income Financial Trust,TOR,Asset Management,422
717217.TWO,YUANTA SECURITIES C/W 03/08/15(,TWO,None,0
HEHSF,Hellenic Exchanges - Athens Stock Exchange S.A. Holding,PNK,None,0
AMZN.MX,"Amazon.com, Inc.",MEX,"Specialty Retail, Other",745
VNT-R.BK,Vinythai Public Company Limited,SET,None,0
MBFIP,MB Financial Inc.,NMS,None,0
SPRP.L,Sprue Aegis PLC,LSE,Security & Protection Services,765
91A.F,ARMSTRONG WORLD IND,FRA,General Building Materials,634
JUVF.OB,None,OBB,None,0
TC1.DE,Tele Columbus AG,GER,None,0
BCYP,"Blue Calypso, Inc.",OBB,Marketing Services,721
FIHO12.MX,DTSCH BK MX FIHO 12,MEX,None,0
R9L.SG,RESOURCE CAPIT REIT,STU,REIT - Diversified,440
QUINTEGRA-BE.NS,QUINTEGRA SOLUTIONS LTD.,NSI,None,0
RSO.MU,ROSS STORES,MUN,Apparel Stores,730
NBG-PA,National Bank of Greece SA Spon,NYQ,None,0
CHSTF,"China High Speed Transmission Equipment Group Co., Ltd.",PNK,None,0
CHSTY,"China High Speed Transmission Equipment Group Co., Ltd.",PNK,None,0
1280.HK,"Huiyin Smart Community Co., Ltd.",HKG,"Specialty Retail, Other",745
VNTV,"Vantiv, Inc.",NYQ,Business Services,760
J0Q.SI,db x-trackers - MSCI Pacific ex Japan Index UCITS ETF (DR),SES,None,0
TOC.MU,THOMSON REUTERS,MUN,Publishing - Newspapers,727
XONA.MU,EXXON MOBIL,MUN,Major Integrated Oil & Gas,120
VNTH,"Nano Mobile Healthcare, Inc.",PNK,Conglomerates,210
VNTI,"Vantone International Group, Inc.",PNK,None,0
NAMN.TA,Naaman Group (N.V.) Ltd,TLV,None,0
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",NGM,"Discount, Variety Stores",732
FLYLF,FLYHT Aerospace Solutions Ltd.,PNK,None,0
XBTCQ,Xhibit Corp.,PNK,None,0
JSWSTEEL6.BO,JSW STEEL LTD,BSE,None,0
RGM.L,Regency Mines Plc,LSE,Industrial Metals & Minerals,133
1JYA.MU,JIAYUAN SPON ADR,MUN,None,0
FJP,First Trust Japan AlphaDEX ETF,NGM,None,0
YAK.V,Mongolia Growth Group Ltd.,VAN,Property Management,448
BRRAF,BARLOWORLD LTD ORD,PNK,None,0
ARTW,Art's-Way Manufacturing Co. Inc.,NCM,Farm & Construction Machinery,620
KTOS,"Kratos Defense & Security Solutions, Inc.",NMS,Security & Protection Services,765
ARTX,Arotech Corporation,NGM,Industrial Electrical Equipment,627
CFSU,Complete Financial Solutions Inc.,PNK,None,0
AQUA.OL,Aqualis ASA,OSL,Oil & Gas Equipment & Services,124
CFSO,COMMUNITY FIRST BANK,OBB,None,0
ARTD,"ARTISTdirect, Inc.",PNK,None,0
ARTH,"Arch Therapeutics, Inc.",OBB,Medical Appliances & Equipment,521
ARTM,"American Nortel Communications, Inc.",PNK,None,0
AA.MX,Alcoa Inc.,MEX,Aluminum,132
EAS.L,Energy Assets Group Plc,LSE,Oil & Gas Equipment & Services,124
TDCB,Third Century Bancorp.,OBB,Savings & Loans,419
MLLGF,Mullen Group Ltd.,PNK,None,0
LOUIF,LOUIS XIII,PNK,None,0
RLI,RLI Corp.,NYQ,Property & Casualty Insurance,432
RLH,Red Lion Hotels Corporation,NYQ,Lodging,710
RLJ,RLJ Lodging Trust,NYQ,REIT - Hotel/Motel,443
RLD,RealD Inc.,NYQ,"Movie Production, Theaters",726
EYE-A.V,"Eyelogic Systems, Inc.",VAN,Computers Wholesale,755
COPRF,Copper One Inc.,PNK,None,0
XAG.V,Xtierra Inc.,VAN,Industrial Metals & Minerals,133
720083.TWO,YUANTA SECURITIES C/W 28/03/16(,TWO,None,0
ABAC,"Aoxin Tianli Group, Inc.",NCM,Farm Products,341
KSL.BK,Khon Kaen Sugar Industry Public Company Limited,SET,None,0
SANFM.IS,Sanifoam Sunger Sanayi ve Ticaret A.S.,IST,None,0
5104.KL,CNI Holdings Bhd,KLS,None,0
XBTCE,None,OBB,None,0
COHG,Cheetah Oil & Gas Ltd.,PNK,None,0
HESTERBIO.BO,Hester Biosciences Ltd,BSE,Drug Manufacturers - Major,510
XCY.F,OPKO HEALTH,FRA,None,0
ABAT,"Advanced Battery Technologies, Inc.",PNK,Industrial Electrical Equipment,627
JZCX.L,JZ CAPITAL PAR GBP,LSE,None,0
COHR,Coherent Inc.,NMS,Scientific & Technical Instruments,837
ABAX,"Abaxis, Inc.",NMS,Medical Laboratories & Research,525
COHU,"Cohu, Inc.",NMS,Semiconductor Equipment & Materials,834
LF,LeapFrog Enterprises Inc.,NYQ,Multimedia & Graphics Software,820
LG,"The Laclede Group, Inc.",NYQ,Gas Utilities,912
LE,"Lands' End, Inc.",NCM,Catalog & Mail Order Houses,739
LB,"L Brands, Inc.",NYQ,Apparel Stores,730
LC,LendingClub Corporation,NYQ,None,0
LL,N/A,NYQ,Home Improvement Stores,736
LM,Legg Mason Inc.,NYQ,Asset Management,422
LH,Laboratory Corp. of America Holdings,NYQ,Medical Laboratories & Research,525
VLV.V,Venerable Ventures Ltd.,VAN,Industrial Metals & Minerals,133
LRESF,ALX Uranium Corp.,PNK,None,0
LQ,La Quinta Holdings Inc.,NYQ,Resorts & Casinos,711
JMM.BE,J.M.,BER,Residential Construction,630
SLM.AX,Salmat Limited,ASX,Business Services,760
VLL.BO,Virat Leasing Limited,BSE,None,0
FUR.DU,FURUKAWA CO,DUS,Diversified Machinery,622
VZRTF,Vizrt Ltd.,PNK,None,0
CUL1.F,VERMILLION,FRA,Medical Laboratories & Research,525
HEAT,SmartHeat Inc.,PNK,Industrial Equipment & Components,621
HEAR,Turtle Beach Corporation,NGM,Communication Equipment,841
1236-OL.HK,NATIONAL AGRI,HKG,None,0
GVBL.BO,GENOMIC VALLEY BIOTECH LIMITED,BSE,None,0
CFI,"Culp, Inc.",NYQ,Textile Industrial,628
CFG,"Citizens Financial Group, Inc.",NYQ,None,0
CFD,Nuveen Diversified Commodity Fund,ASE,None,0
XEK.F,FORTRESS INVEST-A,FRA,Asset Management,422
CFX,Colfax Corporation,NYQ,Diversified Machinery,622
CFR,"Cullen/Frost Bankers, Inc.",NYQ,Regional - Southwest  Banks,415
CFP,Cornerstone Progressive Return Fund,ASE,None,0
WUYIF,WUYI INTL PHARMACEUT,PNK,None,0
0707.HK,Co-Prosperity Holdings Limited,HKG,Textile Industrial,628
VNIL-SDB.ST,Vostok Nafta Investment Ltd.,STO,Asset Management,422
VFFIF,"Village Farms International, Inc.",PNK,None,0
VO7.F,VOR RLT TR REIT-SBI,FRA,None,0
GZL-O.CR,GPO. ZULIANO,CCS,None,0
ION1.L,Iona Environmental VCT Ord,LSE,None,0
OAG.V,OREMEX SILVER INC,VAN,None,0
HYLS,First Trust Tactical High Yield ETF,NGM,None,0
UD2.SI,Japfa Ltd.,SES,Farm Products,341
SPT.TO,Stockport Exploration Inc.,TOR,Industrial Metals & Minerals,133
FCI.L,F&C Capital & Income Ord,LSE,Asset Management,422
AWM.DU,SKYWORKS SOLUTIONS,DUS,Semiconductor - Broad Line,830
VFL.A,None,ASE,None,0
SMFTF,Smurfit Kappa Group plc,PNK,None,0
CGPI,"China Redstone Group, Inc.",PNK,None,0
6451.TWO,SHUNSIN TECHNOLOGY TWD10,TWO,None,0
AWM.DE,Skyworks Solutions Inc.,GER,Semiconductor - Broad Line,830
ORL.TO,Orocobre Limited,TOR,Copper,131
ORL.TA,Oil Refineries Ltd.,TLV,None,0
STLSTRINF.BO,Steel Strips Infrastructures Limited,BSE,Property Management,448
MU2.MU,MIMASU SEMICON,MUN,None,0
ZDLA,None,PNK,None,0
FRE.AX,Freshtel Holdings Limited,ASX,Wireless Communications,840
SIA.TO,Sienna Senior Living Inc.,TOR,None,0
DDCC,Double Crown Resources Inc.,PNK,None,0
BRYN.HM,BERKSHIRE HATHAWY-B,HAM,None,0
1083.HK,Towngas China Company Limited,HKG,Gas Utilities,912
VIDIRMT.BO,VIDARBHA IRON & STEEL CORPORAT,BSE,None,0
NCOM,National Commerce Corporation,NMS,Regional - Southeast Banks,413
PKBK,Parke Bancorp Inc.,NCM,Regional - Northeast Banks,411
JNOS.ME,JSC Slavneft-YANOS,MCX,None,0
0QH.F,QHR,FRA,None,0
FFNGY,Fufeng Group Limited,PNK,None,0
MQ.ST,MQ Holding AB,STO,Apparel Stores,730
5201.KL,OldTown Berhad,KLS,None,0
PZS.DE,Scherzer & Co. AG,GER,Conglomerates,210
PAYX,"Paychex, Inc.",NMS,Staffing & Outsourcing Services,764
XPD.AX,XPD Soccer Gear Group Limited,ASX,"Recreational Goods, Other",317
SLCT,"Select Bancorp, Inc.",NGM,Regional - Mid-Atlantic Banks,412
VXM-D.TO,F A MORNINGSTAR INTL VALUE IDX ,TOR,None,0
IWQ.MU,51 JOBS SP ADR,MUN,Staffing & Outsourcing Services,764
ZCILY,ZCI Limited,PNK,None,0
TRTLW,Terrapin 3 Acquisition Corporat,NCM,None,0
SLCA,"U.S. Silica Holdings, Inc.",NYQ,Industrial Metals & Minerals,133
TRTLU,Terrapin 3 Acquisition Corporat,NCM,None,0
NWT.SG,WELLS FARGO,STU,Money Center Banks,410
SLCH,"Spotlight Capital Holdings, Inc.",PNK,None,0
PAYC,"Paycom Software, Inc.",NYQ,Application Software,821
GZPFY,Joint Stock Company Gazprom Neft,PNK,None,0
SOUTHBANK.NS,The South Indian Bank Ltd.,NSI,Money Center Banks,410
SLCO,"Sovereign Lithium, Inc.",PNK,None,0
8MZ.F,MAS ZAN,FRA,None,0
PTOO,"Raadr, Inc.",OBB,Internet Information Providers,851
VETO.NS,Veto Switchgears and Cables Limited,NSI,Diversified Electronics,836
HLFN.OB,None,OBB,None,0
PTOS,"P2 Solar, Inc",PNK,None,0
MAAJTL.BO,MAA JAGDAMBE TRADELINKS LIMITE,BSE,None,0
0824EA.KL,MyETF MSCI Malaysia Islamic Dividend,KLS,None,0
LAND,Gladstone Land Corporation,NGM,REIT - Diversified,440
LANC,Lancaster Colony Corporation,NMS,Food - Major Diversified,340
1968.HK,"Peak Sport Products Co., Ltd.",HKG,Textile - Apparel Clothing,320
0538.HK,Ajisen China Holdings Ltd.,HKG,Restaurants,712
ULC.DE,UNITEDLABELS Aktiengesellschaft,GER,Apparel Stores,730
DNACF,"DeNA Co., Ltd.",PNK,None,0
S3X.DU,SUMCO,DUS,Semiconductor Equipment & Materials,834
6ZA.SG,ZANAGA IRON ORE,STU,None,0
18V.MU,CHINA VANKE -H-,MUN,None,0
6LD.F,SEMILEDS,FRA,None,0
XTP.MU,SINO,MUN,None,0
STCINDIA.BO,STATE TRADING CORPORATION OF I,BSE,None,0
SPAN,Span-America Medical Systems Inc.,NGM,Medical Appliances & Equipment,521
SOCB,Southcoast Financial Corp.,NGM,Regional - Southeast Banks,413
720457.TWO,YUANTA SECURITIES C/W 23/02/16(,TWO,None,0
JBR.V,None,VAN,None,0
DNKN,"Dunkin' Brands Group, Inc.",NMS,Restaurants,712
SOCR,None,PNK,None,0
SPAR,Spartan Motors Inc.,NMS,Trucks & Other Vehicles,331
GCB1.MU,PTT GLOBAL CHE NVDR,MUN,None,0
BYL.TO,Baylin Technologies Inc.,TOR,Communication Equipment,841
PTCHF,Patch International Inc.,PNK,None,0
VSW.BE,AVAGO TECH,BER,Semiconductor - Broad Line,830
PNC-PQ,"PNC Financial Services Group, I",NYQ,None,0
HPR.F,HORIZON PHARMA,FRA,None,0
VNO,Vornado Realty Trust,NYQ,REIT - Diversified,440
M6Q.F,OUTOTEC,FRA,General Contractors,636
BIIB,Biogen Inc.,NMS,Biotechnology,515
1718-OL.HK,WAN KEI GROUP,HKG,None,0
WAND.L,WANdisco plc,LSE,Technical & System Software,822
MAKSY,Marks & Spencer Group plc,PNK,None,0
8315.HK,King Force Securities Holdings Ltd,HKG,None,0
NRAGRINDQ.BO,NR Agarwal Industries Ltd,BSE,Paper & Paper Products,324
087973.TW,YUANTA SECURITIES CO.LTD C/W 03,TAI,None,0
DNNCD,"GD ENTERTAINMENT & TECHNOLOGY, ",PNK,None,0
REY.MI,Reply S.p.A.,MIL,Information Technology Services,824
AHFCF,ASTON HILL FINANCIAL,PNK,None,0
SWDHF,Skyworth Digital Holdings Ltd.,PNK,None,0
HFA.AX,HFA Holdings Limited,ASX,Asset Management,422
HBH3.BE,HORNBACH HOLDING VZ,BER,"Discount, Variety Stores",732
COF.MX,CAPITAL ONE FINL,MEX,None,0
LOGG.OB,None,OBB,None,0
NRT.AX,Novogen Limited,ASX,Drug Manufacturers - Major,510
WDASD,None,PNK,None,0
STCMB,Stonecutter Mills Corporation,PNK,None,0
8218.HK,Echo International Holdings Group Limited,HKG,None,0
OPCO.ST,Opcon AB,STO,Diversified Utilities,913
CNU.TO,CNOOC Ltd.,TOR,Independent Oil & Gas,121
CRMWQ,CRUMBS BAKE SHOP WTS,PNK,None,0
CFNL,Cardinal Financial Corp.,NMS,Regional - Southeast Banks,413
JPSWY,"The Japan Steel Works, Ltd.",PNK,None,0
G9Y.SG,GS YUASA,STU,Diversified Electronics,836
BPMC,Blueprint Medicines Corporation,NMS,Biotechnology,515
CFNB,California First National Bancorp,NGM,Regional - Pacific Banks,416
TNBI,Tanke Biosciences Corporation,PNK,None,0
ALPMY,"Astellas Pharma, Inc.",PNK,None,0
LIVC,Live Current Media Inc.,PNK,None,0
JPSWF,"The Japan Steel Works, Ltd.",PNK,None,0
TSE1.F,TOSHIBA CORP,FRA,Diversified Machinery,622
BEST.MI,Best Union Company SpA,MIL,"Recreational Goods, Other",317
5267@DB.KL,XIN HWA HOLDINGS BERHAD,KLS,None,0
TZNMF,Tanzania Minerals Corp.,PNK,None,0
ABF.L,Associated British Foods plc,LSE,Food - Major Diversified,340
V6MS.SG,THERAMETRICS HLDG N,STU,None,0
ZVB.BE,ZIGNAGO VETRO,BER,Packaging & Containers,325
B7P.F,RAUBEX GROUP,FRA,General Contractors,636
JELCF,Johnson Electric Holdings Ltd.,PNK,None,0
XTN-L4-95-8.AX,None,None,None,0
IGVAXA.MI,GRANDI VIAGG DIR 15,MIL,None,0
WMPN,"William Penn Bancorp, Inc.",OBB,Regional - Northeast Banks,411
TAT.IL,TATUNG SP GDR REG-S,IOB,None,0
OXLCO,Oxford Lane Capital Corp.,NMS,None,0
OXLCN,Oxford Lane Capital Corp.,NMS,None,0
CBR.F,CHIBA BANK,FRA,None,0
EAUI,"EAU Technologies, Inc.",PNK,Pollution & Treatment Controls,623
CTXS,"Citrix Systems, Inc.",NMS,Business Software & Services,826
OXLCP,Oxford Lane Capital Corp.,NMS,None,0
MGIC,Magic Software Enterprises Ltd.,NMS,Application Software,821
CTXV,"CTX Virtual Technologies, Inc.",PNK,None,0
JPAK,"Jpak Group, Inc.",PNK,None,0
2OD.SG,ON DECK CAPITAL,STU,None,0
CSUWF,EnerCare Inc.,PNK,None,0
TYBT,"Trinity Bank, N.A.",OBB,Regional - Southwest  Banks,415
NBPO.L,NEW BRITAIN,LSE,None,0
02Y.BE,CHINA XD PLSTCS,BER,Rubber & Plastics,322
3027-OL.HK,X DBMSCIRUSSIA,HKG,None,0
JBDU3.SA,Indústrias J.B Duarte S.A.,SAO,None,0
RIVE,Riverview Financial Corporation,PNK,None,0
SMO.F,SUMITOMO EL IND,FRA,Electronics Wholesale,753
HNI,HNI Corp.,NYQ,Business Equipment,313
KAZ.L,KAZ Minerals plc,LSE,Industrial Metals & Minerals,133
ZIONO,None,PNK,None,0
VAX.SG,DIADEXUS,STU,None,0
HNP,"Huaneng Power International, Inc.",NYQ,Electric Utilities,911
ZIONW,Zions Bancorporation,NMS,None,0
HNR,Harvest Natural Resources Inc.,NYQ,Independent Oil & Gas,121
HNT,"Health Net, Inc.",NYQ,Health Care Plans,522
HNW,Pioneer Diversified High Income Trust,ASE,Asset Management,422
RIVR,River Valley Bancorp,NCM,Money Center Banks,410
ZTHO,"Z-Trim Holdings, Inc.",PNK,Farm Products,341
OU7M.F,MEXIGOLD,FRA,None,0
KKKUF,"Kakaku.com., Inc.",PNK,None,0
LUOYF,LUOYANG FLOAT GLASS,PNK,None,0
WLVH,Wolverine Holding Corp.,PNK,None,0
GIL.TO,Gildan Activewear Inc.,TOR,Textile - Apparel Clothing,320
AMKBY,A.P. Møller - Mærsk A/S,PNK,None,0
CLFZF,TIMES THREE WIRELESS,PNK,None,0
ASRVP,AmeriServ Financial Inc.,NGM,None,0
CMC.SG,JPMORGAN CHASE,STU,Money Center Banks,410
TDJ,Telephone & Data Systems Inc.,NYQ,None,0
TDI,Telephone & Data Systems Inc.,NYQ,None,0
MRC.L,Mercantile Ord,LSE,Asset Management,422
TDC,Teradata Corporation,NYQ,Data Storage Devices,813
0801.HK,Golden Meditech Holdings Limited,HKG,Medical Instruments & Supplies,520
TDA,Telephone & Data Systems Inc.,NYQ,None,0
TDG,TransDigm Group Incorporated,NYQ,Aerospace/Defense Products & Services,611
TDF,"Templeton Dragon Fund, Inc.",NYQ,Closed-End Fund - Foreign,427
TDE,Telephone & Data Systems Inc.,NYQ,None,0
TDY,Teledyne Technologies Inc.,NYQ,Scientific & Technical Instruments,837
RNBI,"Rainbow International, Corp.",PNK,None,0
YPH.SG,ASTELLAS PHARMA,STU,Drug Manufacturers - Major,510
TDS,Telephone & Data Systems Inc.,NYQ,Wireless Communications,840
TDW,Tidewater Inc.,NYQ,Oil & Gas Equipment & Services,124
AVFP,Avis Financial Corp.,PNK,None,0
RODI,Barclays Return on Disability ETN,PCX,None,0
A02.F,ADWAYS,FRA,None,0
PWEB,"Pacific WebWorks, Inc.",OBB,Application Software,821
CPG.TO,Crescent Point Energy Corp.,TOR,Independent Oil & Gas,121
IGEX,"Indo Global Exchange(s) Pte., Ltd",PNK,None,0
WTVR-CRI11B0.SA,BRPR 56 SEC C11,SAO,None,0
DNA.L,DORIC NIM AIR ONE,LSE,None,0
4RW.MU,RAI WAY,MUN,None,0
1WF.MU,WAYFAIR,MUN,None,0
PBG.AX,Pacific Brands Limited,ASX,Textile - Apparel Clothing,320
MAERSK-B.CO,A.P. Møller - Mærsk A/S,CPH,None,0
EBF,Ennis Inc.,NYQ,Office Supplies,327
8130-OL.HK,ZHI CHENG H,HKG,None,0
KPCUF,Kasikornbank Public Company Limited,PNK,None,0
EBR,Centrais Elétricas Brasileiras S.A. - Eletrobras,NYQ,Electric Utilities,911
EBS,"Emergent BioSolutions, Inc.",NYQ,Biotechnology,515
OB7.SG,OBTALA RES,STU,None,0
MLP.DE,MLP AG,GER,Asset Management,422
OY3.SG,OCEAN YIELD,STU,None,0
TEG.AX,Triangle Energy (Global) Limited,ASX,Independent Oil & Gas,121
XBOR,"Cross Border Resources, Inc.",PNK,Oil & Gas Drilling & Exploration,123
BRAX11F.SA,ISHARES BRAXCI,SAO,None,0
SU2.DU,SUMITOMO OSAKA,DUS,General Building Materials,634
HHPD.L,"Hon Hai Precision Industry Co., Ltd.",IOB,Diversified Electronics,836
HSHY34F.SA,The Hershey Company,SAO,Confectioners,345
FRIE,Friends Bank,PNK,None,0
KIK.SG,KIKKOMAN CORP,STU,Food - Major Diversified,340
30B.BE,BOSHIWA INTL,BER,None,0
TY1311.CR,TOYOTA 3-I11,CCS,None,0
0274.HK,C BILLION RES,HKG,None,0
AJ81.F,AGENUS,FRA,None,0
UIBGF,UIB Group Limited,PNK,None,0
QBIEY,QBE Insurance Group Limited,PNK,None,0
RTTTF,reach4entertainment enterprises plc,PNK,None,0
ORSCY,None,PNK,None,0
ZIL2.F,ELRINGKLINGER N,FRA,Auto Parts,333
ETRO1B.SA,ELETRON SA COM NPV (S/R 29/08/2,SAO,None,0
VIC.AX,Victory Mines Limited,ASX,Industrial Metals & Minerals,133
OGF-UN.TO,Aston Hill Oil & Gas Income Fund,TOR,Asset Management,422
OZL.AX,OZ Minerals Limited,ASX,Copper,131
PROT,"Proteonomix, Inc.",PNK,None,0
PLORF,GALILEO PETROLEUM,PNK,None,0
GFRSF,"Grupo Financiero Santander Mexico, S.A.B. de C.V.",PNK,None,0
5026.KL,MHC Plantations Bhd,KLS,None,0
QXT.L,Quixant Plc,LSE,Computer Based Systems,812
ORCTE,Orckit Communications Ltd.,OBB,None,0
IBCP,Independent Bank Corporation,NMS,Regional - Midwest Banks,414
NIPNF,NEC Corporation,PNK,None,0
LPZB.MU,LIGHTPATH TECH-A,MUN,Diversified Electronics,836
SSA.IL,JS SIS SP GDR REG-S,IOB,None,0
Q-B.V,QUESTFIRE ENERGY CORP CL B,VAN,None,0
FSMK,"1ST SUMMIT BANCORP of Johnstown, Inc.",PNK,None,0
TWS-R.BK,Thai Wah Starch Public Company Limited,SET,None,0
IGP.L,Intercede Group plc,LSE,Technical & System Software,822
YGRO,RBC Yorkville MLP Dis GrLdrs Liqd PR ETN,PCX,None,0
CYN-PC,City National Corporation Depos,NYQ,None,0
CYN-PD,City National Corporation Depos,NYQ,None,0
HKHGF,Hongkong Land Holdings Limited,PNK,None,0
DWNI.DE,Deutsche Wohnen AG,GER,Real Estate Development,449
GMUI,"Gold Mining USA, Inc.",PNK,None,0
GGAC,Garnero Group Acquisition Company,NCM,Conglomerates,210
ARRAF,Arria NLG Plc,PNK,None,0
DJAN.L,Daejan Holdings plc,LSE,Property Management,448
GGAL,Grupo Financiero Galicia S.A.,NCM,Foreign Regional Banks,418
ATLN.VX,ACTELION N ,VTX,None,0
6BHB.MU,BLACKHAWK NT-B,MUN,None,0
QEBR,"Virtual Medical International, Inc.",PNK,Personal Products,323
119610.KQ,Interojo Inc.,KOE,None,0
101140.KS,"Artis Co., Ltd.",KSC,None,0
AEK.BE,AMERICAN CAP,BER,Asset Management,422
YG11.F,YNGL GRN EN SP ADR,FRA,Diversified Utilities,913
719546.TWO,YUANTA SECURITIES C/W 29/12/15(,TWO,None,0
FVR.V,"Finavera Solar Energy, Inc.",VAN,Diversified Utilities,913
USIM3.SA,Usinas Siderúrgicas de Minas Gerais S.A.,SAO,None,0
AON.BE,AOZORA BANK,BER,Money Center Banks,410
ADM.SG,ARCHER-DANIELS MID.,STU,Farm Products,341
OSBHF,Oslo Bors VPS Holding ASA,PNK,None,0
IFM.DE,IFM Immobilien AG,GER,Property Management,448
X-UN.TO,BROOKFIELD CANADA OFFICE PROPER,TOR,None,0
LLPG.L,6.3673 LLOYDS NCP,LSE,None,0
SXPNP.ME,NOVOPLASTUNOV PREF,MCX,None,0
TWL.BO,TITAGARH WAGONS LTD.,BSE,None,0
72193P.TWO,KGI SECURITIES(TW) P/W 08/03/16,TWO,None,0
BNPQY,BNP Paribas SA,PNK,None,0
SVA.V,Sernova Corp.,VAN,Medical Laboratories & Research,525
DVNHF,Frontier Services Group Limited,PNK,None,0
EORBF,Orbite Technologies Inc.,PNK,None,0
BBL.AX,Brisbane Broncos Limited,ASX,Business Services,760
719672.TWO,YUANTA SECURITIES C/W 05/01/16(,TWO,None,0
E,Eni SpA,NYQ,Major Integrated Oil & Gas,120
IRI.AX,Integrated Research Limited,ASX,Technical & System Software,822
IJERF,INTEC PHARMA LTD JERUSALEM SHS,PNK,None,0
AAL.L,Anglo American plc,LSE,Industrial Metals & Minerals,133
HCM.F,HITACHI CONST MACH,FRA,Farm & Construction Machinery,620
0572-OL.HK,CH FOR YOU GP,HKG,None,0
KOOYF,Kootenay Silver Inc,PNK,None,0
HCXLF,"Hiscox, Ltd.",PNK,None,0
KMPPF,Killam Properties Inc.,PNK,None,0
1500.HK,In Construction Holdings Limited,HKG,None,0
MCIG,"mCig, Inc.",PNK,Electronic Equipment,314
AOL1.MU,TIME WARNER,MUN,None,0
RCOM4.BO,RELIANCE COMMUNICATIONS LTD,BSE,None,0
RAJTV.NS,Raj Television Network Ltd.,NSI,Broadcasting - TV,723
LXS.DE,Lanxess AG,GER,Specialty Chemicals,113
CCOI,"Cogent Communications Holdings, Inc.",NMS,Diversified Communication Services,846
100120.KQ,Vieworks Co. Ltd.,KOE,None,0
QISI.QA,Qatar Islamic Insurance Company Q.S.C,DOH,None,0
EMED.L,EMED Mining Public Limited,LSE,Industrial Metals & Minerals,133
104110.KS,Shinsung ENG Co. Ltd.,KSC,None,0
H4M.F,HITACHI ZOSEN FUKUI,FRA,None,0
ZZ8.F,CHINA HUIYUAN JUICE,FRA,Food - Major Diversified,340
TAPP,TAP RESOURCES INC,PNK,None,0
TAPR,Barclays Inverse US Treasury Aggt ETN,NGM,None,0
22Z.F,ZEALAND PHARMA,FRA,None,0
PEY.TO,Peyto Exploration & Development Corp,TOR,Independent Oil & Gas,121
OY3.F,OCEAN YIELD,FRA,None,0
BRL1.F,BARLOWORLD,FRA,None,0
NTS.V,Nanotech Security Corp.,VAN,Security & Protection Services,765
004170.KS,Shinsegae Inc.,KSC,None,0
PMI.V,Petromanas Energy Inc.,VAN,Independent Oil & Gas,121
UI5.F,PROGRESSIVE WASTE,FRA,None,0
QS8.F,QC HOLDINGS,FRA,None,0
VILN.SW,VILLARS HLDG N,EBS,None,0
WLC.TO,Western Lithium USA Corporation,TOR,None,0
TAPM,"Tapinator, Inc.",PNK,None,0
VENMAX.BO,VENMAX DRUGS AND PHARMACEUTICA,BSE,None,0
HMTF,"Home Treasure Finders, Inc.",OBB,Property Management,448
8220.HK,Bingo Group Holdings Limited,HKG,Entertainment - Diversified,722
SUHJF,Sun Hung Kai Properties Limited,PNK,None,0
NUF.AX,Nufarm Limited,ASX,Agricultural Chemicals,112
HMTV,"Hemisphere Media Group, Inc.",NGM,CATV Systems,725
SUHJY,Sun Hung Kai Properties Limited,PNK,None,0
WPP.L,WPP plc,LSE,Advertising Agencies,720
JCN.F,JOHNSON CONTROLS,FRA,Auto Parts,333
NETEW,NET ELEMENT WTS,PNK,None,0
XPH.SG,AMPHENOL-A,STU,Diversified Electronics,836
HPDLF,Hopson Development Holdings Ltd.,PNK,None,0
YB2N.F,CN VANGUARD,FRA,None,0
007815.KS,"Korea Circuit Co., Ltd.",KSC,None,0
SHTRF,SUNLIGHT REAL ESTATE,PNK,None,0
WONDERLA.BO,WONDERLA HOLIDAYS LTD,BSE,None,0
0880.HK,SJM Holdings Limited,HKG,Resorts & Casinos,711
MD,"MEDNAX, Inc.",NYQ,Specialized Health Services,528
MG,"Mistras Group, Inc.",NYQ,Security & Protection Services,765
UBQU,Ubiquitech Software Corporation,PNK,None,0
MA,MasterCard Incorporated,NYQ,Credit Services,424
ALOG,Analogic Corporation,NMS,Medical Laboratories & Research,525
MC,Moelis & Company,NYQ,Asset Management,422
MB,"MINDBODY, Inc.",NGM,Application Software,821
MM,Millennial Media Inc.,NYQ,Marketing Services,721
MO,Altria Group Inc.,NYQ,Cigarettes,350
MN,"Manning & Napier, Inc.",NYQ,Asset Management,422
MU,"Micron Technology, Inc.",NMS,Semiconductor- Memory Chips,831
MT,ArcelorMittal,NYQ,Steel & Iron,130
MW,"The Men's Wearhouse, Inc.",NYQ,Apparel Stores,730
RDEN,"Elizabeth Arden, Inc.",NMS,Personal Products,323
ALOT,"Astro-Med, Inc.",NGM,Computer Peripherals,815
